Id;Namn;Ägare;Nät;Latitud;Longitud;Höjd (m);Från;Till;Aktiv;Mobil;Vattendrag;Vattendragsnr;Area (km²)
149540;Norsjö;SMHI;SMHIs stationsnät;64,9093;19,4746;296;1973-09-01;2016-11-01;Nej;Nej;undefined;NaN;NaN
149560;Norsjö A;SMHI;SMHIs stationsnät;64,9253;19,3744;309,576;1995-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
97180;Nyckelby;SMHI;SMHIs stationsnät;59,3000;17,7166;25;1945-01-01;1972-07-01;Nej;Nej;undefined;NaN;NaN
62140;Nyhamnsläge;SMHI;SMHIs stationsnät;56,2451;12,5401;12,454;1998-03-01;2026-02-01;Nej;Nej;undefined;NaN;NaN
86660;Nyköping;SMHI;SMHIs stationsnät;58,7665;16,9800;23;1859-08-01;1961-01-01;Nej;Nej;undefined;NaN;NaN
27;Nyköping;Icke namngiven ägare;Övriga stationer;58,7500;17,0000;5;2015-10-23;2019-02-01;Nej;Nej;undefined;NaN;NaN
86480;Nyköpings Flygplats;SMHI;SMHIs stationsnät;58,7833;16,9166;42;1944-01-01;1979-07-01;Nej;Nej;undefined;NaN;NaN
87570;Nynäshamn;SMHI;SMHIs stationsnät;58,9190;17,9318;10;1945-01-01;1966-07-01;Nej;Nej;undefined;NaN;NaN
74390;Nässjö;SMHI;SMHIs stationsnät;57,6431;14,6895;305;1945-01-01;1996-02-01;Nej;Nej;undefined;NaN;NaN
78040;Näsudden Aut;SMHI;SMHIs stationsnät;57,0735;18,2222;5;1981-02-01;1999-03-01;Nej;Nej;undefined;NaN;NaN
65080;Nättraby;SMHI;SMHIs stationsnät;56,2069;15,5417;20;1951-05-01;1958-01-01;Nej;Nej;undefined;NaN;NaN
74240;Nävelsjö;SMHI;SMHIs stationsnät;57,4042;14,8910;215;1959-01-01;1988-09-01;Nej;Nej;undefined;NaN;NaN
137070;Offer;SMHI;SMHIs stationsnät;63,1492;17,7617;27;1945-01-01;1971-01-01;Nej;Nej;undefined;NaN;NaN
76530;Ogestad;SMHI;SMHIs stationsnät;57,8748;16,1689;81;1921-07-01;2009-08-01;Nej;Nej;undefined;NaN;NaN
135370;Ollebacken;SMHI;SMHIs stationsnät;63,6028;15,0583;515;1952-01-01;1954-01-01;Nej;Nej;undefined;NaN;NaN
64170;Olofström;SMHI;SMHIs stationsnät;56,2773;14,5177;65;1971-08-01;1972-03-01;Nej;Nej;undefined;NaN;NaN
134610;Ope;SMHI;SMHIs stationsnät;63,1966;14,7774;350;1928-03-01;1959-01-01;Nej;Nej;undefined;NaN;NaN
162980;Orrbyn;SMHI;SMHIs stationsnät;65,9446;22,1160;15;1964-09-01;2011-07-02;Nej;Nej;undefined;NaN;NaN
107220;Orrskog;SMHI;SMHIs stationsnät;60,3833;17,4167;35;1957-04-01;1962-05-02;Nej;Nej;undefined;NaN;NaN
63220;Osby;SMHI;SMHIs stationsnät;56,3741;13,9346;111;1953-02-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
63210;Osby 1;SMHI;SMHIs stationsnät;56,3778;13,9778;10;1924-07-01;1956-01-01;Nej;Nej;undefined;NaN;NaN
52360;Oskarsgrundet Aut;SMHI;SMHIs stationsnät;55,5970;12,8575;1;1985-05-01;1999-06-18;Nej;Nej;undefined;NaN;NaN
76160;Oskarshamn;SMHI;SMHIs stationsnät;57,2670;16,4114;12,072;1922-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
26;Ostersund;SMHI;Övriga stationer;63,1800;14,6400;310;2014-10-09;2017-01-01;Nej;Nej;undefined;NaN;NaN
87400;Oxelösund;SMHI;SMHIs stationsnät;58,6772;17,1199;7,154;1951-09-01;2026-02-01;Nej;Nej;undefined;NaN;NaN
126450;Oxsjö;SMHI;SMHIs stationsnät;62,7778;16,7611;215;1921-07-01;1928-05-01;Nej;Nej;undefined;NaN;NaN
172940;Paharova A;SMHI;SMHIs stationsnät;66,8094;22,3315;227,643;1995-12-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
183760;Pajala;SMHI;SMHIs stationsnät;67,2101;23,3928;168;1951-01-01;2008-07-04;Nej;Nej;undefined;NaN;NaN
183750;Pajala A;SMHI;SMHIs stationsnät;67,2036;23,3899;163,774;2008-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
93430;Pardixhyttan;SMHI;SMHIs stationsnät;59,7166;13,9166;163;1921-08-01;1922-12-01;Nej;Nej;undefined;NaN;NaN
182910;Parkalompolo A;SMHI;SMHIs stationsnät;67,7301;22,8219;312,183;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
94450;Persberg;SMHI;SMHIs stationsnät;59,7497;14,2354;225;1976-07-01;1985-01-01;Nej;Nej;undefined;NaN;NaN
149340;Petisträsk A;SMHI;SMHIs stationsnät;64,5659;19,6943;258,047;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
161710;Pite-Rönnskär A;SMHI;SMHIs stationsnät;65,0340;21,5609;4,878;1941-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
161790;Piteå;SMHI;SMHIs stationsnät;65,2625;21,4740;8,268;1859-07-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
161770;Pitsund;SMHI;SMHIs stationsnät;65,2300;21,5200;8;1964-09-01;1972-07-01;Nej;Nej;undefined;NaN;NaN
169980;Porjus;SMHI;SMHIs stationsnät;66,9597;19,8230;375;1921-07-01;1967-08-01;Nej;Nej;undefined;NaN;NaN
74440;Prästkulla;SMHI;SMHIs stationsnät;57,7236;14,9829;293,95;1921-07-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
171810;Pålkem;SMHI;SMHIs stationsnät;66,3888;21,6098;265;1945-05-01;1986-01-01;Nej;Nej;undefined;NaN;NaN
171820;Pålkem M;SMHI;SMHIs stationsnät;66,3855;21,6167;261;1970-05-01;2000-11-01;Nej;Nej;undefined;NaN;NaN
136320;Ramsele;SMHI;SMHIs stationsnät;63,5333;16,4667;205;1956-02-01;1963-01-01;Nej;Nej;undefined;NaN;NaN
74490;Ramsjöholm;SMHI;SMHIs stationsnät;57,8431;14,4286;232,76;1924-05-01;2026-02-01;Nej;Nej;undefined;NaN;NaN
169930;Randijaur;Försvarsmakten;SMHIs stationsnät;66,7610;19,3168;290;1967-01-01;1973-03-01;Nej;Nej;undefined;NaN;NaN
83280;Remningstorp;SMHI;SMHIs stationsnät;58,4529;13,6671;140;1933-01-01;2019-02-01;Nej;Nej;undefined;NaN;NaN
189720;Rensjön A;SMHI;SMHIs stationsnät;68,0730;19,8351;493,651;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
150090;Rickleå fältstation;SMHI;SMHIs stationsnät;64,0875;20,9444;10;1967-07-01;1968-09-01;Nej;Nej;undefined;NaN;NaN
95490;Riddarhyttan;SMHI;SMHIs stationsnät;59,8085;15,5555;155;1937-09-01;1984-07-01;Nej;Nej;undefined;NaN;NaN
188830;Riksgränsen;SMHI;SMHIs stationsnät;68,4275;18,1232;508;1904-08-01;1972-09-01;Nej;Nej;undefined;NaN;NaN
72150;Ringhals;SMHI;SMHIs stationsnät;57,2530;12,1032;10;1968-10-01;1982-01-01;Nej;Nej;undefined;NaN;NaN
72160;Ringhals Aut;SMHI;SMHIs stationsnät;57,2577;12,1070;10;1980-10-01;1997-10-01;Nej;Nej;undefined;NaN;NaN
64600;Rinkaby;SMHI;SMHIs stationsnät;55,9833;14,2666;7;1952-11-01;1962-07-01;Nej;Nej;undefined;NaN;NaN
86570;Ripsa;SMHI;SMHIs stationsnät;58,9817;16,9168;40;1990-11-01;1993-04-02;Nej;Nej;undefined;NaN;NaN
108110;Risinge;SMHI;SMHIs stationsnät;60,1748;18,2240;17,21;1962-02-01;2020-02-01;Nej;Nej;undefined;NaN;NaN
146150;Risnäset;SMHI;SMHIs stationsnät;64,2500;16,4917;295;1945-01-01;1952-06-01;Nej;Nej;undefined;NaN;NaN
177920;Ritsem;SMHI;SMHIs stationsnät;67,7261;17,4718;521;1981-03-01;1998-02-01;Nej;Nej;undefined;NaN;NaN
177930;Ritsem A;SMHI;SMHIs stationsnät;67,7255;17,4668;541,214;1997-09-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
150110;Robertsfors;SMHI;SMHIs stationsnät;64,1935;20,8467;50;1945-01-01;1953-09-01;Nej;Nej;undefined;NaN;NaN
78310;Roma;SMHI;SMHIs stationsnät;57,5069;18,4539;32;1945-01-01;1974-06-01;Nej;Nej;undefined;NaN;NaN
78300;Roma Aut;SMHI;SMHIs stationsnät;57,4998;18,4639;32;1983-11-01;1999-09-07;Nej;Nej;undefined;NaN;NaN
85010;Romanäs;SMHI;SMHIs stationsnät;58,0694;15,0222;155;1958-10-01;1961-09-01;Nej;Nej;undefined;NaN;NaN
65730;Ronneby;SMHI;SMHIs stationsnät;56,2000;15,2833;10;1931-01-01;1961-01-01;Nej;Nej;undefined;NaN;NaN
65160;Ronneby-Bredåkra;Försvarsmakten;SMHIs stationsnät;56,2670;15,2650;58,2;1945-02-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
72300;Rossared D;SMHI;SMHIs stationsnät;57,4850;12,1997;15;1945-01-01;1977-07-01;Nej;Nej;undefined;NaN;NaN
64620;Ryd;SMHI;SMHIs stationsnät;56,4500;14,7166;140;1965-01-01;1967-09-01;Nej;Nej;undefined;NaN;NaN
75160;Ryningsnäs;SMHI;SMHIs stationsnät;57,2666;15,9333;90;1945-01-01;1971-07-01;Nej;Nej;undefined;NaN;NaN
105200;Rämshyttan;SMHI;SMHIs stationsnät;60,3333;15,2000;260;1945-01-01;1976-05-01;Nej;Nej;undefined;NaN;NaN
73480;Rångedala A;SMHI;SMHIs stationsnät;57,7846;13,1642;297,467;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
83630;Rånna;SMHI;SMHIs stationsnät;58,4500;13,8333;125;1945-01-01;1956-06-01;Nej;Nej;undefined;NaN;NaN
162790;Rödkallen A;SMHI;SMHIs stationsnät;65,3121;22,3709;1,932;1961-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
81040;Rörastrand;SMHI;SMHIs stationsnät;58,0578;11,6454;9,465;1999-01-01;2025-11-22;Nej;Nej;undefined;NaN;NaN
112080;Rörbäcksnäs;SMHI;SMHIs stationsnät;61,1269;12,8226;465;1968-02-01;1996-02-01;Nej;Nej;undefined;NaN;NaN
65360;Rörsbo;SMHI;SMHIs stationsnät;56,6010;15,5192;140;1949-01-01;1977-02-01;Nej;Nej;undefined;NaN;NaN
98260;Röskär;SMHI;SMHIs stationsnät;59,4166;18,1666;15;1953-01-01;1979-11-01;Nej;Nej;undefined;NaN;NaN
63710;Röslöv;SMHI;SMHIs stationsnät;56,0141;13,7208;95;1938-06-01;1938-11-01;Nej;Nej;undefined;NaN;NaN
134150;Rösta;SMHI;SMHIs stationsnät;63,2443;14,5535;360;1931-01-01;2012-01-01;Nej;Nej;undefined;NaN;NaN
116230;Röstebo;SMHI;SMHIs stationsnät;61,3882;16,4295;115;1995-07-01;2012-10-01;Nej;Nej;undefined;NaN;NaN
19099;Sagån;SMHI;Övriga stationer;59,6338;16,8557;0;2025-08-14;2026-01-01;Nej;Nej;undefined;NaN;NaN
182810;Saittarova A;SMHI;SMHIs stationsnät;67,3363;22,2288;240,652;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
96550;Sala;SMHI;SMHIs stationsnät;59,9036;16,6579;56,295;1970-10-01;2026-02-01;Nej;Nej;undefined;NaN;NaN
96560;Sala A;SMHI;SMHIs stationsnät;59,9093;16,6843;56,575;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
159680;Saltmyran;SMHI;SMHIs stationsnät;65,4166;19,5000;350;1936-01-01;1964-09-01;Nej;Nej;undefined;NaN;NaN
178680;Saltoluokta;SMHI;SMHIs stationsnät;67,3833;18,5500;393;1960-07-01;1962-05-01;Nej;Nej;undefined;NaN;NaN
107050;Sandbro;SMHI;SMHIs stationsnät;60,0042;17,5833;35;1962-07-01;1962-11-01;Nej;Nej;undefined;NaN;NaN
76000;Sandbäckshult;SMHI;SMHIs stationsnät;56,9835;16,2830;37;1915-04-01;2005-01-01;Nej;Nej;undefined;NaN;NaN
54230;Sandhammaren;SMHI;SMHIs stationsnät;55,3872;14,1947;4;1966-08-01;1995-10-01;Nej;Nej;undefined;NaN;NaN
98170;Sandhamn D;SMHI;SMHIs stationsnät;59,2900;18,9146;2,049;1965-12-01;2020-01-01;Nej;Nej;undefined;NaN;NaN
72340;Sandsjöbacka;SMHI;SMHIs stationsnät;57,5571;12,0387;50;1978-12-01;1983-07-01;Nej;Nej;undefined;NaN;NaN
106360;Sandviken;SMHI;SMHIs stationsnät;60,6103;16,7896;65;1977-01-01;1987-04-01;Nej;Nej;undefined;NaN;NaN
54390;Sankt Olof;SMHI;SMHIs stationsnät;55,6402;14,1273;130;1932-04-01;1986-01-01;Nej;Nej;undefined;NaN;NaN
170920;Sarkavara;SMHI;SMHIs stationsnät;66,7374;20,3605;385;1944-08-01;1963-09-01;Nej;Nej;undefined;NaN;NaN
178850;Satis;SMHI;SMHIs stationsnät;67,5009;18,3911;425;1979-01-01;1995-07-01;Nej;Nej;undefined;NaN;NaN
95121;Segersjö;SMHI;SMHIs stationsnät;59,1793;15,5874;27;1921-07-01;1922-08-01;Nej;Nej;undefined;NaN;NaN
95200;Sickelsjö;SMHI;SMHIs stationsnät;59,3290;15,8193;40;1921-07-01;1936-05-01;Nej;Nej;undefined;NaN;NaN
12722;Sidsjö;SMHI;Övriga stationer;62,3806;17,2855;0;2013-01-01;2013-02-01;Nej;Nej;undefined;NaN;NaN
127220;Sidsjö D;SMHI;SMHIs stationsnät;62,3809;17,2854;60;1921-07-01;2007-08-01;Nej;Nej;undefined;NaN;NaN
3;Sigtuna;Icke namngiven ägare;Övriga stationer;59,7000;17,7000;35;2013-01-01;2013-05-01;Nej;Nej;undefined;NaN;NaN
135380;Sikåskälen;SMHI;SMHIs stationsnät;63,6198;15,0929;490;1923-01-01;1984-07-01;Nej;Nej;undefined;NaN;NaN
104530;Siljansfors;SMHI;SMHIs stationsnät;60,8846;14,3786;260;1921-11-01;1991-07-01;Nej;Nej;undefined;NaN;NaN
63440;Simlångsdalen;SMHI;SMHIs stationsnät;56,7154;13,1247;75;1945-01-01;1986-04-01;Nej;Nej;undefined;NaN;NaN
83050;Simonstorp;SMHI;SMHIs stationsnät;58,0788;13,3957;190;1959-12-01;2005-01-01;Nej;Nej;undefined;NaN;NaN
86470;Simonstorp_ö;SMHI;SMHIs stationsnät;58,7847;16,1544;80;1950-08-01;2014-12-04;Nej;Nej;undefined;NaN;NaN
54330;Simrishamn;SMHI;SMHIs stationsnät;55,5449;14,3578;8;1949-01-01;1996-11-01;Nej;Nej;undefined;NaN;NaN
63450;Singeshult;SMHI;SMHIs stationsnät;56,7429;13,3608;165;1945-01-01;1996-11-01;Nej;Nej;undefined;NaN;NaN
108100;Singö;SMHI;SMHIs stationsnät;60,1595;18,7436;12;1967-09-01;1996-02-01;Nej;Nej;undefined;NaN;NaN
64630;Sjöaryd;SMHI;SMHIs stationsnät;56,5166;14,7500;150;1968-01-01;1970-03-01;Nej;Nej;undefined;NaN;NaN
53660;Sjöholmen;SMHI;SMHIs stationsnät;55,9167;13,4305;55;1945-01-01;1957-02-01;Nej;Nej;undefined;NaN;NaN
83690;Sjötorp;SMHI;SMHIs stationsnät;58,8388;13,9854;50;1945-01-01;1950-10-01;Nej;Nej;undefined;NaN;NaN
139630;Skag;SMHI;SMHIs stationsnät;63,1992;19,0462;10;1941-01-01;1955-01-01;Nej;Nej;undefined;NaN;NaN
139110;Skagsudde;SMHI;SMHIs stationsnät;63,1885;19,0194;13;1964-02-01;1995-11-01;Nej;Nej;undefined;NaN;NaN
139120;Skagsudde A;SMHI;SMHIs stationsnät;63,1872;19,0199;9,343;1995-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
98100;Skansen;SMHI;SMHIs stationsnät;59,3252;18,1019;34;1945-01-01;1952-03-01;Nej;Nej;undefined;NaN;NaN
83270;Skara;SMHI;SMHIs stationsnät;58,4070;13,4377;117,104;1859-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
83240;Skara-Ekeberg;SMHI;SMHIs stationsnät;58,4000;13,5500;130;1969-07-01;1971-11-01;Nej;Nej;undefined;NaN;NaN
83200;Skara-Stenum;SMHI;SMHIs stationsnät;58,3700;13,5200;130;1971-11-01;1973-05-01;Nej;Nej;undefined;NaN;NaN
83260;Skara-Västerskog;SMHI;SMHIs stationsnät;58,3800;13,3300;105;1973-05-01;1973-10-01;Nej;Nej;undefined;NaN;NaN
98160;Skarpö A;SMHI;SMHIs stationsnät;59,3446;18,7404;19,287;1976-09-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
66500;Skedemosse;SMHI;SMHIs stationsnät;56,8230;16,7337;25;1977-08-01;2012-01-01;Nej;Nej;undefined;NaN;NaN
150450;Skellefteå;SMHI;SMHIs stationsnät;64,7584;20,9478;40;1956-01-01;1979-11-01;Nej;Nej;undefined;NaN;NaN
151380;Skellefteå Flygplats;Flygplatsbolag (kommun/landsting);SMHIs stationsnät;64,6244;21,0717;48;1962-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
97750;Skeppsta;SMHI;SMHIs stationsnät;59,1417;17,1500;20;1962-10-01;1963-05-02;Nej;Nej;undefined;NaN;NaN
54290;Skillinge A;SMHI;SMHIs stationsnät;55,4890;14,3144;4,016;1995-10-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
95500;Skinnskatteberg;SMHI;SMHIs stationsnät;59,8333;15,6833;113;1945-09-17;1974-07-01;Nej;Nej;undefined;NaN;NaN
53670;Skivarp;SMHI;SMHIs stationsnät;55,4334;13,5805;20;1945-01-01;1963-03-01;Nej;Nej;undefined;NaN;NaN
132150;Skurdalshöjden;SMHI;SMHIs stationsnät;63,3350;12,1000;781;1961-01-01;1962-09-01;Nej;Nej;undefined;NaN;NaN
85280;Skärkind;SMHI;SMHIs stationsnät;58,4720;16,0017;60;1977-12-01;2000-09-01;Nej;Nej;undefined;NaN;NaN
74690;Skärshult;SMHI;SMHIs stationsnät;57,1499;14,5139;230;1945-01-01;1949-07-01;Nej;Nej;undefined;NaN;NaN
124390;Skålan;SMHI;SMHIs stationsnät;62,6500;14,1666;452;1962-12-01;1977-01-01;Nej;Nej;undefined;NaN;NaN
63230;Skånes Fagerhult;SMHI;SMHIs stationsnät;56,3666;13,4666;118;1965-01-01;1972-06-01;Nej;Nej;undefined;NaN;NaN
83230;Skövde;SMHI;SMHIs stationsnät;58,3943;13,8406;146,595;1945-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
53200;Smygehuk;SMHI;SMHIs stationsnät;55,3376;13,3563;5;1941-01-01;1988-07-01;Nej;Nej;undefined;NaN;NaN
81220;Smögen;SMHI;SMHIs stationsnät;58,3571;11,2276;20;1970-02-01;1984-07-01;Nej;Nej;undefined;NaN;NaN
84580;Snavlunda;SMHI;SMHIs stationsnät;58,9671;14,8987;144;1944-10-01;1983-09-01;Nej;Nej;undefined;NaN;NaN
137100;Sollefteå;SMHI;SMHIs stationsnät;63,1667;17,2802;20;1963-01-01;1986-07-01;Nej;Nej;undefined;NaN;NaN
10;Solna;Icke namngiven ägare;Övriga stationer;59,5000;18,0000;20;2013-01-01;2015-02-01;Nej;Nej;undefined;NaN;NaN
97560;Solsidan;SMHI;SMHIs stationsnät;59,4000;17,5639;15;1962-07-01;1963-01-01;Nej;Nej;undefined;NaN;NaN
106060;Sonnbo;SMHI;SMHIs stationsnät;60,1197;16,2838;89;1986-10-01;1991-01-01;Nej;Nej;undefined;NaN;NaN
157860;Sorsele;SMHI;SMHIs stationsnät;65,5387;17,5409;350,191;1949-06-01;2022-06-15;Nej;Nej;undefined;NaN;NaN
74340;Spinkabo;SMHI;SMHIs stationsnät;57,5653;14,4693;285;1971-12-01;1993-01-01;Nej;Nej;undefined;NaN;NaN
88580;Stabbo;SMHI;SMHIs stationsnät;58,9733;18,4493;7;1970-06-01;1986-12-01;Nej;Nej;undefined;NaN;NaN
53720;Staffanstorp;SMHI;SMHIs stationsnät;55,6500;13,2166;20;1945-01-01;1968-10-01;Nej;Nej;undefined;NaN;NaN
176800;Staloluokta;SMHI;SMHIs stationsnät;67,4083;16,4199;600;1989-09-01;1994-11-01;Nej;Nej;undefined;NaN;NaN
86440;Stavsjö Aut;SMHI;SMHIs stationsnät;58,7333;16,3667;60;1993-07-01;1996-03-02;Nej;Nej;undefined;NaN;NaN
53540;Stehag;SMHI;SMHIs stationsnät;55,9033;13,3995;60;1957-02-01;1989-08-01;Nej;Nej;undefined;NaN;NaN
154740;Stekenjokk;SMHI;SMHIs stationsnät;65,1110;14,4850;800;1964-03-16;1967-02-01;Nej;Nej;undefined;NaN;NaN
154730;Stekenjokk A;SMHI;SMHIs stationsnät;65,0929;14,5055;1 037,322;1995-10-26;2026-02-10;Ja;Ja;undefined;NaN;NaN
116610;Stenegård;SMHI;SMHIs stationsnät;64,1991;16,1967;134;1945-01-01;1950-11-01;Nej;Nej;undefined;NaN;NaN
86670;Stenkullen;SMHI;SMHIs stationsnät;59,1664;16,2136;35;1945-01-01;1957-02-01;Nej;Nej;undefined;NaN;NaN
96210;Stenkvista;SMHI;SMHIs stationsnät;59,3221;16,5577;35;1959-04-01;1967-03-01;Nej;Nej;undefined;NaN;NaN
157720;Stensele;SMHI;SMHIs stationsnät;65,0706;17,1536;325;1860-05-01;2005-01-01;Nej;Nej;undefined;NaN;NaN
54400;Stenshuvud;SMHI;SMHIs stationsnät;55,6646;14,2595;112;1972-09-01;1981-06-01;Nej;Nej;undefined;NaN;NaN
78360;Stenstugu Försöksgård;SMHI;SMHIs stationsnät;57,5979;18,4507;45;1954-12-01;1974-06-01;Nej;Nej;undefined;NaN;NaN
169020;Stenträsk;SMHI;SMHIs stationsnät;66,3166;19,8333;410;1945-01-01;1956-07-01;Nej;Nej;undefined;NaN;NaN
167860;Stenudden;SMHI;SMHIs stationsnät;66,5343;17,6677;453;1965-10-01;1990-02-01;Nej;Nej;undefined;NaN;NaN
106270;Stjärnsund;SMHI;SMHIs stationsnät;60,4551;16,2662;130;1945-01-01;1984-12-01;Nej;Nej;undefined;NaN;NaN
97400;Stockholm-Arlanda Flygplats;Swedavia;SMHIs stationsnät;59,6269;17,9545;42;2008-02-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
97200;Stockholm-Bromma Flygplats;Swedavia;SMHIs stationsnät;59,3537;17,9513;14;1949-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
98210;Stockholm-Observatoriekullen;SMHI;SMHIs stationsnät;59,3417;18,0549;43,133;1859-01-01;2024-04-01;Nej;Nej;undefined;NaN;NaN
98230;Stockholm-Observatoriekullen A;SMHI;SMHIs stationsnät;59,3417;18,0549;43,133;1996-10-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
77180;Stora Karlsö;SMHI;SMHIs stationsnät;57,2893;17,9623;40;1961-01-01;1989-10-01;Nej;Nej;undefined;NaN;NaN
73090;Stora Segerstad;SMHI;SMHIs stationsnät;57,1461;13,5609;180;1945-01-01;1999-08-01;Nej;Nej;undefined;NaN;NaN
178860;Stora Sjöfallet A;SMHI;SMHIs stationsnät;67,4948;18,2907;426,536;1996-03-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
105220;Stora Spånsberget A;SMHI;SMHIs stationsnät;60,3817;15,1374;492,257;1964-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
133570;Stora Stensjön Aut;SMHI;SMHIs stationsnät;63,9687;13,7251;680;1981-08-01;1996-02-01;Nej;Nej;undefined;NaN;NaN
158850;Storberg;SMHI;SMHIs stationsnät;65,5085;18,9505;453;1949-01-01;1995-09-01;Nej;Nej;undefined;NaN;NaN
112530;Storbo V;SMHI;SMHIs stationsnät;61,8691;12,3024;660;1996-04-01;1997-05-01;Nej;Nej;undefined;NaN;NaN
136360;Storfinnforsen;SMHI;SMHIs stationsnät;63,5950;16,1846;232;1954-01-01;2018-08-01;Nej;Nej;undefined;NaN;NaN
113610;Storfjället-Sälen;SMHI;SMHIs stationsnät;61,1666;13,1166;770;1962-11-01;1967-06-01;Nej;Nej;undefined;NaN;NaN
94320;Storfors;SMHI;SMHIs stationsnät;59,5365;14,2800;120;1945-01-01;1967-03-01;Nej;Nej;undefined;NaN;NaN
146710;Storholmen;SMHI;SMHIs stationsnät;64,6490;16,5465;345;1953-04-01;1958-02-01;Nej;Nej;undefined;NaN;NaN
117610;Storjungfrun;SMHI;SMHIs stationsnät;61,1666;17,3333;10;1961-01-01;1964-08-01;Nej;Nej;undefined;NaN;NaN
149570;Storliden;SMHI;SMHIs stationsnät;64,9500;19,4833;390;1946-02-01;1973-08-01;Nej;Nej;undefined;NaN;NaN
132620;Storlien;SMHI;SMHIs stationsnät;63,3158;12,1009;595;1878-01-01;1964-07-01;Nej;Nej;undefined;NaN;NaN
132170;Storlien-Storvallen A;SMHI;SMHIs stationsnät;63,2826;12,1218;583,124;2009-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
132180;Storlien-Visjövalen;SMHI;SMHIs stationsnät;63,3028;12,1253;642;1962-10-01;2011-10-01;Nej;Nej;undefined;NaN;NaN
98140;Stormyra;SMHI;SMHIs stationsnät;59,2024;18,3272;15,646;1978-11-01;1990-06-01;Nej;Nej;undefined;NaN;NaN
159600;Stormyrheden;SMHI;SMHIs stationsnät;65,7800;19,3800;445;1930-01-01;1941-10-01;Nej;Nej;undefined;NaN;NaN
146520;Storseleby;SMHI;SMHIs stationsnät;64,8069;16,8319;430;1951-12-01;1953-01-01;Nej;Nej;undefined;NaN;NaN
123480;Storsjö Kapell;SMHI;SMHIs stationsnät;62,8016;13,0731;580;1955-01-01;1996-02-01;Nej;Nej;undefined;NaN;NaN
122600;Storsätern;SMHI;SMHIs stationsnät;62,0661;12,3139;680;1945-01-01;1950-09-01;Nej;Nej;undefined;NaN;NaN
154710;Storvall;SMHI;SMHIs stationsnät;65,0670;14,8250;560;1964-03-01;1966-02-01;Nej;Nej;undefined;NaN;NaN
163920;Storöhamn;SMHI;SMHIs stationsnät;65,7306;23,0924;7;1969-12-01;1996-01-01;Nej;Nej;undefined;NaN;NaN
163900;Storön A;SMHI;SMHIs stationsnät;65,6972;23,0959;2,394;1996-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
74650;Strandvallen;SMHI;SMHIs stationsnät;57,8500;14,2833;110;1945-01-01;1967-03-01;Nej;Nej;undefined;NaN;NaN
97270;Strängnäs;SMHI;SMHIs stationsnät;59,4020;17,0605;25;1980-05-01;1990-01-01;Nej;Nej;undefined;NaN;NaN
96030;Strängstorp;SMHI;SMHIs stationsnät;59,0500;16,2166;62;1963-07-01;1980-01-01;Nej;Nej;undefined;NaN;NaN
81560;Strömstad;SMHI;SMHIs stationsnät;58,9333;11,2000;20;1949-10-01;1973-10-01;Nej;Nej;undefined;NaN;NaN
135520;Strömsund;SMHI;SMHIs stationsnät;63,8548;15,5894;373;1979-01-01;1995-12-01;Nej;Nej;undefined;NaN;NaN
94580;Ställdalen;SMHI;SMHIs stationsnät;59,9382;14,8884;247,176;1967-02-01;2025-11-15;Nej;Nej;undefined;NaN;NaN
94660;Stångfallet;SMHI;SMHIs stationsnät;59,9500;14,8833;230;1961-01-01;1967-02-01;Nej;Nej;undefined;NaN;NaN
159970;Suddesjaur;SMHI;SMHIs stationsnät;65,8952;19,0929;342;1949-01-01;1991-07-01;Nej;Nej;undefined;NaN;NaN
170790;Sudok;SMHI;SMHIs stationsnät;66,3006;20,4240;170;1975-09-01;1995-05-01;Nej;Nej;undefined;NaN;NaN
